Timestamp,Speed,Weight
1310,1000,0
2204,1000,0
3106,1000,0
4008,1000,0
4910,1000,0
5812,1000,0
6714,1000,0
7615,1000,0
8517,1000,0
9419,1000,0
10320,1000,0
11223,1000,0
12125,1000,0
13027,1000,0
13928,1000,3
14830,1000,9
15732,1000,8
16633,1000,8
17536,1000,8
18438,1000,8
19339,1000,8
20241,1000,8
21143,1000,8
22044,1000,8
22946,1000,12
23848,1000,0
23849,1000,0
